timestamp,consumption_kW,date,hour,weekday
2025-08-24 05:00:00,1.147281089156877,2025-08-24,5,6
2025-08-24 06:00:00,1.4704375357162602,2025-08-24,6,6
2025-08-24 07:00:00,0.8366353078822373,2025-08-24,7,6
2025-08-24 08:00:00,0.9238384288924827,2025-08-24,8,6
2025-08-24 09:00:00,1.059342709746605,2025-08-24,9,6
2025-08-24 10:00:00,0.9409906514147061,2025-08-24,10,6
2025-08-24 11:00:00,0.7337851518419458,2025-08-24,11,6
2025-08-24 12:00:00,1.5598210290047723,2025-08-24,12,6
2025-08-24 13:00:00,1.335796660480971,2025-08-24,13,6
2025-08-24 14:00:00,1.6450830679261266,2025-08-24,14,6
2025-08-24 15:00:00,0.8685449622970092,2025-08-24,15,6
2025-08-24 16:00:00,1.3644398088429548,2025-08-24,16,6
2025-08-24 17:00:00,0.8997831252077987,2025-08-24,17,6
2025-08-24 18:00:00,0.9939599224198191,2025-08-24,18,6
2025-08-24 19:00:00,1.2229715495144644,2025-08-24,19,6
2025-08-24 20:00:00,0.8159484170145757,2025-08-24,20,6
2025-08-24 21:00:00,1.1094235941071322,2025-08-24,21,6
2025-08-24 22:00:00,1.3271274995606945,2025-08-24,22,6
2025-08-24 23:00:00,0.7459265232282233,2025-08-24,23,6
2025-08-25 00:00:00,1.4060309117737457,2025-08-25,0,0
2025-08-25 01:00:00,1.4227182892033625,2025-08-25,1,0
2025-08-25 02:00:00,1.528700390530718,2025-08-25,2,0
2025-08-25 03:00:00,1.1264961338481148,2025-08-25,3,0
2025-08-25 04:00:00,1.1113016690993256,2025-08-25,4,0
2025-08-25 05:00:00,1.4812441615274354,2025-08-25,5,0
2025-08-25 06:00:00,1.437671669228571,2025-08-25,6,0
2025-08-25 07:00:00,1.4297481121651965,2025-08-25,7,0
2025-08-25 08:00:00,2.9502698080517886,2025-08-25,8,0
2025-08-25 09:00:00,2.746261561009289,2025-08-25,9,0
2025-08-25 10:00:00,2.929959200995529,2025-08-25,10,0
2025-08-25 11:00:00,2.9433204348597424,2025-08-25,11,0
2025-08-25 12:00:00,3.242988566352617,2025-08-25,12,0
2025-08-25 13:00:00,3.760122005186041,2025-08-25,13,0
2025-08-25 14:00:00,3.4827971989040036,2025-08-25,14,0
2025-08-25 15:00:00,2.6507886047454488,2025-08-25,15,0
2025-08-25 16:00:00,3.021333815427827,2025-08-25,16,0
2025-08-25 17:00:00,2.6960155749948744,2025-08-25,17,0
2025-08-25 18:00:00,3.0492526001538804,2025-08-25,18,0
2025-08-25 19:00:00,1.6243934532328002,2025-08-25,19,0
2025-08-25 20:00:00,1.2293313555215517,2025-08-25,20,0
2025-08-25 21:00:00,1.586891290053281,2025-08-25,21,0
2025-08-25 22:00:00,1.4774752008216354,2025-08-25,22,0
2025-08-25 23:00:00,1.5599886512984902,2025-08-25,23,0
2025-08-26 00:00:00,1.7755474222054939,2025-08-26,0,1
2025-08-26 01:00:00,1.347677964694014,2025-08-26,1,1
2025-08-26 02:00:00,1.2465296298866169,2025-08-26,2,1
2025-08-26 03:00:00,1.2198497246062985,2025-08-26,3,1
2025-08-26 04:00:00,1.2350207379577618,2025-08-26,4,1
2025-08-26 05:00:00,1.3831470413430687,2025-08-26,5,1
2025-08-26 06:00:00,1.4671367410048293,2025-08-26,6,1
2025-08-26 07:00:00,1.4545378174264378,2025-08-26,7,1
2025-08-26 08:00:00,3.06488394523239,2025-08-26,8,1
2025-08-26 09:00:00,2.9022496191352807,2025-08-26,9,1
2025-08-26 10:00:00,3.190512293602271,2025-08-26,10,1
2025-08-26 11:00:00,2.8469846291018097,2025-08-26,11,1
2025-08-26 12:00:00,3.944014618389264,2025-08-26,12,1
2025-08-26 13:00:00,3.525133310751097,2025-08-26,13,1
2025-08-26 14:00:00,3.2285416513938694,2025-08-26,14,1
2025-08-26 15:00:00,2.6857222519297625,2025-08-26,15,1
2025-08-26 16:00:00,2.996277096360808,2025-08-26,16,1
2025-08-26 17:00:00,2.8549261999275335,2025-08-26,17,1
2025-08-26 18:00:00,3.0422092938918563,2025-08-26,18,1
2025-08-26 19:00:00,1.4938014684428216,2025-08-26,19,1
2025-08-26 20:00:00,1.3842872392817567,2025-08-26,20,1
2025-08-26 21:00:00,1.2291477092524004,2025-08-26,21,1
2025-08-26 22:00:00,1.0951448181668115,2025-08-26,22,1
2025-08-26 23:00:00,1.308373492007879,2025-08-26,23,1
2025-08-27 00:00:00,1.5684729030522555,2025-08-27,0,2
2025-08-27 01:00:00,1.4394830340710425,2025-08-27,1,2
2025-08-27 02:00:00,1.1469421901631802,2025-08-27,2,2
2025-08-27 03:00:00,1.4301063551182165,2025-08-27,3,2
2025-08-27 04:00:00,1.4718684805600468,2025-08-27,4,2
2025-08-27 05:00:00,1.2173230133660995,2025-08-27,5,2
2025-08-27 06:00:00,1.424083733270991,2025-08-27,6,2
2025-08-27 07:00:00,1.4041794403397092,2025-08-27,7,2
2025-08-27 08:00:00,2.66309745580302,2025-08-27,8,2
2025-08-27 09:00:00,2.962357704807136,2025-08-27,9,2
2025-08-27 10:00:00,3.002020821966675,2025-08-27,10,2
2025-08-27 11:00:00,3.1054928872410055,2025-08-27,11,2
2025-08-27 12:00:00,3.5986168836805907,2025-08-27,12,2
2025-08-27 13:00:00,3.111251625323462,2025-08-27,13,2
2025-08-27 14:00:00,3.198104789181148,2025-08-27,14,2
2025-08-27 15:00:00,2.987516506506953,2025-08-27,15,2
2025-08-27 16:00:00,2.986061745247039,2025-08-27,16,2
2025-08-27 17:00:00,2.985064732266177,2025-08-27,17,2
2025-08-27 18:00:00,3.6513077662490385,2025-08-27,18,2
2025-08-27 19:00:00,1.4936015751562097,2025-08-27,19,2
2025-08-27 20:00:00,1.6051544397274504,2025-08-27,20,2
2025-08-27 21:00:00,1.5674154421924618,2025-08-27,21,2
2025-08-27 22:00:00,1.505423165399187,2025-08-27,22,2
2025-08-27 23:00:00,1.3105770517590851,2025-08-27,23,2
2025-08-28 00:00:00,1.5238670056447499,2025-08-28,0,3
2025-08-28 01:00:00,1.2159067735451212,2025-08-28,1,3
2025-08-28 02:00:00,1.3214632661203927,2025-08-28,2,3
2025-08-28 03:00:00,1.2700660904037089,2025-08-28,3,3
2025-08-28 04:00:00,1.38178221051444,2025-08-28,4,3
2025-08-28 05:00:00,1.8265645807823394,2025-08-28,5,3
2025-08-28 06:00:00,0.9883623511439799,2025-08-28,6,3
2025-08-28 07:00:00,1.497207125892368,2025-08-28,7,3
2025-08-28 08:00:00,2.5355089294755677,2025-08-28,8,3
2025-08-28 09:00:00,2.7617202092464255,2025-08-28,9,3
2025-08-28 10:00:00,3.0719087915796406,2025-08-28,10,3
2025-08-28 11:00:00,2.864944528405484,2025-08-28,11,3
2025-08-28 12:00:00,3.134467338765975,2025-08-28,12,3
2025-08-28 13:00:00,3.204841397585081,2025-08-28,13,3
2025-08-28 14:00:00,3.481665770779302,2025-08-28,14,3
2025-08-28 15:00:00,2.697475377007948,2025-08-28,15,3
2025-08-28 16:00:00,2.8846014719350292,2025-08-28,16,3
2025-08-28 17:00:00,2.848143911637551,2025-08-28,17,3
2025-08-28 18:00:00,2.7063881765524167,2025-08-28,18,3
2025-08-28 19:00:00,1.7631348560736662,2025-08-28,19,3
2025-08-28 20:00:00,1.4587269045834088,2025-08-28,20,3
2025-08-28 21:00:00,0.9244710976382685,2025-08-28,21,3
2025-08-28 22:00:00,1.3643066319657071,2025-08-28,22,3
2025-08-28 23:00:00,1.192134458621974,2025-08-28,23,3
2025-08-29 00:00:00,1.4924144220123228,2025-08-29,0,4
2025-08-29 01:00:00,1.1608198271967416,2025-08-29,1,4
2025-08-29 02:00:00,1.2937333212445508,2025-08-29,2,4
2025-08-29 03:00:00,1.4149953163021403,2025-08-29,3,4
2025-08-29 04:00:00,1.484426971112685,2025-08-29,4,4
2025-08-29 05:00:00,1.068455750922047,2025-08-29,5,4
2025-08-29 06:00:00,1.2388151239495164,2025-08-29,6,4
2025-08-29 07:00:00,1.20788809980257,2025-08-29,7,4
2025-08-29 08:00:00,2.669334774910504,2025-08-29,8,4
2025-08-29 09:00:00,3.1501768166080577,2025-08-29,9,4
2025-08-29 10:00:00,2.8751297677744914,2025-08-29,10,4
2025-08-29 11:00:00,2.5389664267055356,2025-08-29,11,4
2025-08-29 12:00:00,3.471687961860439,2025-08-29,12,4
2025-08-29 13:00:00,3.709481960396176,2025-08-29,13,4
2025-08-29 14:00:00,3.4884419489318357,2025-08-29,14,4
2025-08-29 15:00:00,2.474936343177341,2025-08-29,15,4
2025-08-29 16:00:00,2.678788464295002,2025-08-29,16,4
2025-08-29 17:00:00,3.0258061961762146,2025-08-29,17,4
2025-08-29 18:00:00,2.6276427504367783,2025-08-29,18,4
2025-08-29 19:00:00,1.3546574436877683,2025-08-29,19,4
2025-08-29 20:00:00,1.4175017707700532,2025-08-29,20,4
2025-08-29 21:00:00,1.0738350082801564,2025-08-29,21,4
2025-08-29 22:00:00,1.2439271700268097,2025-08-29,22,4
2025-08-29 23:00:00,0.6041551663145972,2025-08-29,23,4
2025-08-30 00:00:00,0.7440730145591368,2025-08-30,0,5
2025-08-30 01:00:00,0.894944600044351,2025-08-30,1,5
2025-08-30 02:00:00,0.6923753266259473,2025-08-30,2,5
2025-08-30 03:00:00,1.2648542704878503,2025-08-30,3,5
2025-08-30 04:00:00,0.6487503661340976,2025-08-30,4,5
2025-08-30 05:00:00,0.8431432356560603,2025-08-30,5,5
2025-08-30 06:00:00,0.9536408753950119,2025-08-30,6,5
2025-08-30 07:00:00,1.2120554593000938,2025-08-30,7,5
2025-08-30 08:00:00,0.63290410882424,2025-08-30,8,5
2025-08-30 09:00:00,1.1489530069683493,2025-08-30,9,5
2025-08-30 10:00:00,0.9145788524429821,2025-08-30,10,5
2025-08-30 11:00:00,0.7124110486950543,2025-08-30,11,5
2025-08-30 12:00:00,1.497282858523026,2025-08-30,12,5
2025-08-30 13:00:00,1.4407926271619034,2025-08-30,13,5
2025-08-30 14:00:00,1.2770252724666773,2025-08-30,14,5
2025-08-30 15:00:00,0.9070867584150989,2025-08-30,15,5
2025-08-30 16:00:00,0.8120913497309099,2025-08-30,16,5
2025-08-30 17:00:00,0.9078556027913914,2025-08-30,17,5
2025-08-30 18:00:00,1.0135469752801984,2025-08-30,18,5
2025-08-30 19:00:00,1.1942638595199253,2025-08-30,19,5
2025-08-30 20:00:00,0.6254083112177949,2025-08-30,20,5
2025-08-30 21:00:00,1.295460571072382,2025-08-30,21,5
2025-08-30 22:00:00,0.4742907057154801,2025-08-30,22,5
2025-08-30 23:00:00,0.8301778164109398,2025-08-30,23,5
2025-08-31 00:00:00,0.9739973649496227,2025-08-31,0,6
2025-08-31 01:00:00,0.908304224083058,2025-08-31,1,6
2025-08-31 02:00:00,0.7233110343864456,2025-08-31,2,6
2025-08-31 03:00:00,0.8019450613530603,2025-08-31,3,6
2025-08-31 04:00:00,0.7406617091754779,2025-08-31,4,6
2025-08-31 05:00:00,0.7170554693554447,2025-08-31,5,6
2025-08-31 06:00:00,1.0004898350565508,2025-08-31,6,6
2025-08-31 07:00:00,0.8975883102871218,2025-08-31,7,6
2025-08-31 08:00:00,0.6831942282008103,2025-08-31,8,6
2025-08-31 09:00:00,0.997262529294027,2025-08-31,9,6
2025-08-31 10:00:00,0.8743446760808566,2025-08-31,10,6
2025-08-31 11:00:00,0.970975563907136,2025-08-31,11,6
2025-08-31 12:00:00,1.4298237689033675,2025-08-31,12,6
2025-08-31 13:00:00,1.1335706942607369,2025-08-31,13,6
2025-08-31 14:00:00,1.1827823650468794,2025-08-31,14,6
2025-08-31 15:00:00,0.9397036983734617,2025-08-31,15,6
2025-08-31 16:00:00,0.9077233109391937,2025-08-31,16,6
2025-08-31 17:00:00,0.7768514461106313,2025-08-31,17,6
2025-08-31 18:00:00,0.7998583271292286,2025-08-31,18,6
2025-08-31 19:00:00,1.0272658473008422,2025-08-31,19,6
2025-08-31 20:00:00,0.6487378953678608,2025-08-31,20,6
2025-08-31 21:00:00,0.8717705984604119,2025-08-31,21,6
2025-08-31 22:00:00,0.7171915432654509,2025-08-31,22,6
2025-08-31 23:00:00,0.7093531469263024,2025-08-31,23,6
2025-09-01 00:00:00,1.267884795438509,2025-09-01,0,0
2025-09-01 01:00:00,1.2084338187832544,2025-09-01,1,0
2025-09-01 02:00:00,1.2012550508727249,2025-09-01,2,0
2025-09-01 03:00:00,1.294833276213807,2025-09-01,3,0
2025-09-01 04:00:00,1.0331048577102904,2025-09-01,4,0
2025-09-01 05:00:00,1.1604438101590917,2025-09-01,5,0
2025-09-01 06:00:00,0.9571319127684135,2025-09-01,6,0
2025-09-01 07:00:00,1.0791338754993103,2025-09-01,7,0
2025-09-01 08:00:00,2.4833710001004836,2025-09-01,8,0
2025-09-01 09:00:00,2.5238818485783354,2025-09-01,9,0
2025-09-01 10:00:00,2.6185815186984556,2025-09-01,10,0
2025-09-01 11:00:00,2.3309582244013836,2025-09-01,11,0
2025-09-01 12:00:00,3.4081172301675347,2025-09-01,12,0
2025-09-01 13:00:00,2.783459257528531,2025-09-01,13,0
2025-09-01 14:00:00,2.736833894256762,2025-09-01,14,0
2025-09-01 15:00:00,2.7062889791330322,2025-09-01,15,0
2025-09-01 16:00:00,2.6279812169661754,2025-09-01,16,0
2025-09-01 17:00:00,2.589441583950277,2025-09-01,17,0
2025-09-01 18:00:00,2.585243116874164,2025-09-01,18,0
2025-09-01 19:00:00,0.9520688914945624,2025-09-01,19,0
2025-09-01 20:00:00,0.7699998247437141,2025-09-01,20,0
2025-09-01 21:00:00,0.9595326718617572,2025-09-01,21,0
2025-09-01 22:00:00,0.80384947444715,2025-09-01,22,0
2025-09-01 23:00:00,1.1292052032821664,2025-09-01,23,0
2025-09-02 00:00:00,0.8996589922570224,2025-09-02,0,1
2025-09-02 01:00:00,0.7588504028344921,2025-09-02,1,1
2025-09-02 02:00:00,0.8545425994914922,2025-09-02,2,1
2025-09-02 03:00:00,0.9962669273368747,2025-09-02,3,1
2025-09-02 04:00:00,0.7957879293385496,2025-09-02,4,1
2025-09-02 05:00:00,0.7389326913494638,2025-09-02,5,1
2025-09-02 06:00:00,0.946950263488819,2025-09-02,6,1
2025-09-02 07:00:00,0.942034699923254,2025-09-02,7,1
2025-09-02 08:00:00,2.2864742231114805,2025-09-02,8,1
2025-09-02 09:00:00,2.288469972249688,2025-09-02,9,1
2025-09-02 10:00:00,2.4238960939767966,2025-09-02,10,1
2025-09-02 11:00:00,2.082671805003183,2025-09-02,11,1
2025-09-02 12:00:00,2.5855929750615765,2025-09-02,12,1
2025-09-02 13:00:00,2.7181888287489104,2025-09-02,13,1
2025-09-02 14:00:00,2.813975469128995,2025-09-02,14,1
2025-09-02 15:00:00,2.4136293198130963,2025-09-02,15,1
2025-09-02 16:00:00,2.64129803572564,2025-09-02,16,1
2025-09-02 17:00:00,2.5125341790073294,2025-09-02,17,1
2025-09-02 18:00:00,2.303786885031844,2025-09-02,18,1
2025-09-02 19:00:00,0.8267409592036769,2025-09-02,19,1
2025-09-02 20:00:00,0.6248056094019501,2025-09-02,20,1
2025-09-02 21:00:00,0.8163742073229407,2025-09-02,21,1
2025-09-02 22:00:00,0.7571089285839694,2025-09-02,22,1
2025-09-02 23:00:00,0.8741470590615754,2025-09-02,23,1
2025-09-03 00:00:00,0.6389191168997732,2025-09-03,0,2
2025-09-03 01:00:00,0.9029962343318074,2025-09-03,1,2
2025-09-03 02:00:00,1.1004364065065764,2025-09-03,2,2
2025-09-03 03:00:00,0.766898752473355,2025-09-03,3,2
2025-09-03 04:00:00,0.8637561499308758,2025-09-03,4,2
2025-09-03 05:00:00,0.9162068914729421,2025-09-03,5,2
2025-09-03 06:00:00,0.6926999497356637,2025-09-03,6,2
2025-09-03 07:00:00,0.812530553781924,2025-09-03,7,2
2025-09-03 08:00:00,2.265001012013326,2025-09-03,8,2
2025-09-03 09:00:00,2.2767910857515994,2025-09-03,9,2
2025-09-03 10:00:00,2.097430501602983,2025-09-03,10,2
2025-09-03 11:00:00,2.251714741856773,2025-09-03,11,2
2025-09-03 12:00:00,2.841196668056237,2025-09-03,12,2
2025-09-03 13:00:00,3.0266144859031336,2025-09-03,13,2
2025-09-03 14:00:00,2.923033533057192,2025-09-03,14,2
2025-09-03 15:00:00,2.656614708652155,2025-09-03,15,2
2025-09-03 16:00:00,2.067313196150359,2025-09-03,16,2
2025-09-03 17:00:00,2.3900573659433446,2025-09-03,17,2
2025-09-03 18:00:00,2.2470786034756527,2025-09-03,18,2
2025-09-03 19:00:00,1.1431945816318247,2025-09-03,19,2
2025-09-03 20:00:00,0.5384053540625724,2025-09-03,20,2
2025-09-03 21:00:00,0.5269592763306283,2025-09-03,21,2
2025-09-03 22:00:00,0.5698717602212535,2025-09-03,22,2
2025-09-03 23:00:00,0.259826192713062,2025-09-03,23,2
2025-09-04 00:00:00,0.5743181773965571,2025-09-04,0,3
2025-09-04 01:00:00,0.5225156809729432,2025-09-04,1,3
2025-09-04 02:00:00,0.6993035803234487,2025-09-04,2,3
2025-09-04 03:00:00,0.7324685961918853,2025-09-04,3,3
2025-09-04 04:00:00,1.0342545044619442,2025-09-04,4,3
2025-09-04 05:00:00,0.8440187859332039,2025-09-04,5,3
2025-09-04 06:00:00,0.5334781026373832,2025-09-04,6,3
2025-09-04 07:00:00,0.4641122356237687,2025-09-04,7,3
2025-09-04 08:00:00,2.2371272469429324,2025-09-04,8,3
2025-09-04 09:00:00,1.869657305677641,2025-09-04,9,3
2025-09-04 10:00:00,2.494968910515131,2025-09-04,10,3
2025-09-04 11:00:00,2.3595514507375586,2025-09-04,11,3
2025-09-04 12:00:00,2.5248280065767346,2025-09-04,12,3
2025-09-04 13:00:00,2.271049763883448,2025-09-04,13,3
2025-09-04 14:00:00,2.879478879628871,2025-09-04,14,3
2025-09-04 15:00:00,2.080838752237719,2025-09-04,15,3
2025-09-04 16:00:00,2.3463672594702927,2025-09-04,16,3
2025-09-04 17:00:00,1.7749910771553405,2025-09-04,17,3
2025-09-04 18:00:00,1.9690899278006964,2025-09-04,18,3
2025-09-04 19:00:00,0.5851180818407075,2025-09-04,19,3
2025-09-04 20:00:00,0.5885863293476309,2025-09-04,20,3
2025-09-04 21:00:00,0.4843148160974549,2025-09-04,21,3
2025-09-04 22:00:00,0.6940527983885103,2025-09-04,22,3
2025-09-04 23:00:00,0.35113119861016867,2025-09-04,23,3
2025-09-05 00:00:00,0.5313697990676172,2025-09-05,0,4
2025-09-05 01:00:00,0.5791135396251055,2025-09-05,1,4
2025-09-05 02:00:00,0.6531695681438014,2025-09-05,2,4
2025-09-05 03:00:00,0.6878511996272713,2025-09-05,3,4
2025-09-05 04:00:00,0.3158656252862134,2025-09-05,4,4
2025-09-05 05:00:00,0.22925678697802293,2025-09-05,5,4
2025-09-05 06:00:00,0.7869206801574595,2025-09-05,6,4
2025-09-05 07:00:00,0.5931742878283001,2025-09-05,7,4
2025-09-05 08:00:00,1.8723611790377772,2025-09-05,8,4
2025-09-05 09:00:00,2.3276570683045983,2025-09-05,9,4
2025-09-05 10:00:00,2.035951325901302,2025-09-05,10,4
2025-09-05 11:00:00,2.2440874521052963,2025-09-05,11,4
2025-09-05 12:00:00,2.517165567978468,2025-09-05,12,4
2025-09-05 13:00:00,2.91126790128258,2025-09-05,13,4
2025-09-05 14:00:00,2.845665863940315,2025-09-05,14,4
2025-09-05 15:00:00,1.9403075240188676,2025-09-05,15,4
2025-09-05 16:00:00,2.179940824093402,2025-09-05,16,4
2025-09-05 17:00:00,2.110252066939007,2025-09-05,17,4
2025-09-05 18:00:00,2.2504777337596855,2025-09-05,18,4
